organization_name,participants_COP28,participants_COP29,participants_total,is_insurance,website_url,search_method,content_source,processing_status,error_message,processed_at
Coordination of Indigenous Organizations in the Brazilian Amazon,1,0,1,False,https://en.wikipedia.org/wiki/Coordination_of_the_Indigenous_Organizations_of_the_Brazilian_Amazon,wikipedia,wikipedia,completed,,2025-07-30T21:35:55.157803
Youth Association Engajamundo,1,0,1,,,,,failed,Não foi possível encontrar website para Youth Association Engajamundo,2025-07-30T21:35:55.779107
São Pauloi Commercial Assciation,1,0,1,,,,,failed,Não foi possível encontrar website para São Pauloi Commercial Assciation,2025-07-30T21:35:56.396444
Self employed,1,0,1,False,https://en.wikipedia.org/wiki/Self-employment,wikipedia,wikipedia,completed,,2025-07-30T21:35:56.397235
AFJ & Associated Lawyers,1,0,1,False,https://en.wikipedia.org/wiki/Ryan_Bounds,wikipedia_fallback,wikipedia,completed,,2025-07-30T21:35:59.178735
Alana Foundation,1,0,1,False,https://en.wikipedia.org/wiki/Alana_de_la_Garza,wikipedia,wikipedia,completed,,2025-07-30T21:36:04.953325
Vision Brazil,1,0,1,,,,,failed,Não foi possível extrair conteúdo relevante de https://en.wikipedia.org/wiki/Brazil,2025-07-30T21:36:06.154508
Systemiq / Instituto AYA Earth,1,0,1,,,,,failed,Não foi possível encontrar website para Systemiq / Instituto AYA Earth,2025-07-30T21:36:06.806657
Brazilian Association of Technical Standards ABNT,1,0,1,False,https://en.wikipedia.org/wiki/Brazilian_Technical_Standards_Association,wikipedia,wikipedia,completed,,2025-07-30T21:36:08.958872
Federal University of Goiás,1,0,1,False,https://en.wikipedia.org/wiki/Federal_University_of_Goiás,wikipedia,wikipedia,completed,,2025-07-30T21:36:10.327560
Positivo Service,1,0,1,False,https://en.wikipedia.org/wiki/Positivo_Tecnologia,wikipedia,wikipedia,completed,,2025-07-30T21:36:12.236363
Federation of Industries of Rio de Janeiro,1,0,1,False,https://en.wikipedia.org/wiki/Industry_Federation_of_the_State_of_Rio_de_Janeiro,wikipedia,wikipedia,completed,,2025-07-30T21:36:17.820435
Brazilian Bar Association of Campinas,1,0,1,,,,,failed,Não foi possível extrair conteúdo relevante de https://en.wikipedia.org/wiki/Brazil,2025-07-30T21:36:19.199124
Abundance Brasil,1,0,1,False,https://en.wikipedia.org/wiki/Brasil_(mythical_island),wikipedia,wikipedia,completed,,2025-07-30T21:36:20.437383
Human Rights Watch Inc,0,1,1,False,https://en.wikipedia.org/wiki/Kurds_in_Istanbul,wikipedia_fallback,wikipedia,completed,,2025-07-30T21:36:24.981366
Transparentem,0,1,1,False,https://en.wikipedia.org/wiki/Benjamin_Skinner,wikipedia_fallback,wikipedia,completed,,2025-07-30T21:36:28.981985
Transitie Coalitie Voedsel,0,1,1,,,,,failed,Não foi possível encontrar website para Transitie Coalitie Voedsel,2025-07-30T21:36:29.711963
Centre for Inclusive Climate Change Adaptation for a Sustainable Africa (ICCASA),0,1,1,,,,,failed,Não foi possível encontrar website para Centre for Inclusive Climate Change Adaptation for a Sustainable Africa (ICCASA),2025-07-30T21:36:30.322282
Hurtigruten Foundation,0,1,1,,,,,failed,Não foi possível extrair conteúdo relevante de https://en.wikipedia.org/wiki/Norwegian_Coastal_Express_Museum,2025-07-30T21:36:31.516409
HX - Hurtigruten Expeditions,0,1,1,False,https://en.wikipedia.org/wiki/Hurtigruten_(company),wikipedia,wikipedia,completed,,2025-07-30T21:36:33.083212
Passing Gifts Private Limited,0,1,1,False,https://en.wikipedia.org/wiki/Gift_economy,wikipedia_fallback,wikipedia,completed,,2025-07-30T21:36:35.802263
Heifer Uganda,0,1,1,False,https://en.wikipedia.org/wiki/Beatrice's_Goat,wikipedia_fallback,wikipedia,completed,,2025-07-30T21:36:39.162527
Global Shapers Community and IRENA,1,0,1,False,https://en.wikipedia.org/wiki/REN21,wikipedia_fallback,wikipedia,completed,,2025-07-30T21:36:41.442438
Block C - Carbon,1,0,1,False,https://en.wikipedia.org/wiki/Carbon_disulfide,wikipedia,wikipedia,completed,,2025-07-30T21:36:43.806563
Belterra Agroforestry,1,0,1,False,https://www.belterra.com.br/en,bing,website,completed,,2025-07-30T21:36:49.162813
Brazilian Nuclear Energy Holding Company,1,0,1,False,https://en.wikipedia.org/wiki/List_of_companies_in_the_nuclear_sector,wikipedia_fallback,wikipedia,completed,,2025-07-30T21:36:51.661056
Morro Verde Fertilizers,1,0,1,False,"https://en.wikipedia.org/wiki/San_Juan,_Puerto_Rico",wikipedia_fallback,wikipedia,completed,,2025-07-30T21:36:56.274460
NoAR Brasil S.A.,1,0,1,False,https://en.wikipedia.org/wiki/Noar_Linhas_Aéreas,wikipedia_fallback,wikipedia,completed,,2025-07-30T21:36:59.831101
Kanindé/Movimento Juventude Indígena de Rondônia,1,0,1,,,,,failed,Não foi possível encontrar website para Kanindé/Movimento Juventude Indígena de Rondônia,2025-07-30T21:37:00.430041
Brazilian Bioenergy and Sugarcane Industry Association,1,0,1,False,https://en.wikipedia.org/wiki/Bioenergy,wikipedia_fallback,wikipedia,completed,,2025-07-30T21:37:03.155439
Amnesty International Brazil,1,0,1,False,https://en.wikipedia.org/wiki/Amnesty_International,wikipedia,wikipedia,completed,,2025-07-30T21:37:05.434700
Kuximawara Association,1,0,1,,,,,failed,Não foi possível encontrar website para Kuximawara Association,2025-07-30T21:37:06.052962
IMAFLORA,1,0,1,False,https://imaflora.org/,bing,website,completed,,2025-07-30T21:37:06.053910
Electricity Trading Chamber - CCEE,1,0,1,False,https://www.ccee.org.br/pt/web/guest/-/ccee-estima-que-ate-72-mil-novos-consumidores-poderao-migrar-ao-mercado-livre-de-energia-na-abertura-para-a-alta-tensao,bing,website,completed,,2025-07-30T21:37:09.206558
Eco Vital,1,0,1,False,https://en.wikipedia.org/wiki/Eco-socialism,wikipedia,wikipedia,completed,,2025-07-30T21:37:10.757248
Evangelical Black Movement,1,0,1,False,https://en.wikipedia.org/wiki/Evangelicalism,wikipedia_fallback,wikipedia,completed,,2025-07-30T21:37:12.933675
Agromale,1,0,1,,,,,failed,Não foi possível encontrar website para Agromale,2025-07-30T21:37:13.555288
Institute Makarapy,1,0,1,,,,,failed,Não foi possível encontrar website para Institute Makarapy,2025-07-30T21:37:14.157106
"Mattos Filho, Veiga Filho, Marrey Jr and Quiroga Institute. Group of Institutes, Foundations and Corporations - GIFE",1,0,1,,,,,failed,"Não foi possível encontrar website para Mattos Filho, Veiga Filho, Marrey Jr and Quiroga Institute. Group of Institutes, Foundations and Corporations - GIFE",2025-07-30T21:37:15.081046
Alger Socio-environmental Consulting,1,0,1,False,https://www.algerconsultoria.com/,bing,website,completed,,2025-07-30T21:37:18.090368
PROFCIAMB-USP,1,0,1,False,http://www.profciamb.eesc.usp.br/,bing,website,completed,,2025-07-30T21:37:21.629736
Itaipu Technology Park,1,0,1,False,https://turismoitaipu.com.br/en/itaipuparquetec/,bing,website,completed,,2025-07-30T21:37:29.663009
ICLF Network,1,0,1,False,https://en.wikipedia.org/wiki/Intensive_farming,wikipedia_fallback,wikipedia,completed,,2025-07-30T21:37:33.041746
Graffigna Renewable Energy Law,1,0,1,,,,,failed,Não foi possível encontrar website para Graffigna Renewable Energy Law,2025-07-30T21:37:33.611168
Aksyon Klima Pilipinas,0,1,1,False,https://en.wikipedia.org/wiki/Rodne_Galicha,wikipedia_fallback,wikipedia,completed,,2025-07-30T21:37:35.239320
Institute for Youth and Climate Diplomacy,0,1,1,False,https://en.wikipedia.org/wiki/Chris_Spence_(journalist),wikipedia_fallback,wikipedia,completed,,2025-07-30T21:37:38.019226
Atal Engineering,0,1,1,,,,,failed,Não foi possível extrair conteúdo relevante de https://en.wikipedia.org/wiki/Atal_Bihari_Vajpayee,2025-07-30T21:37:39.980529
Episcopal Church of South Sudan Environmental Network,0,1,1,False,https://en.wikipedia.org/wiki/Anglican_realignment,wikipedia_fallback,wikipedia,completed,,2025-07-30T21:37:44.890852
Health Care Without Harm - Europe,0,1,1,False,https://en.wikipedia.org/wiki/Harm,wikipedia_fallback,wikipedia,completed,,2025-07-30T21:37:50.239110
GCHA/CAPE,0,1,1,,,,,failed,Não foi possível encontrar website para GCHA/CAPE,2025-07-30T21:37:50.869493
Albert Einstein Israeli Hospital,0,1,1,False,https://en.wikipedia.org/wiki/Montefiore_Einstein_Medical_Center,wikipedia_fallback,wikipedia,completed,,2025-07-30T21:37:53.231636
Scheffer,1,0,1,False,https://en.wikipedia.org/wiki/Jaap_de_Hoop_Scheffer,wikipedia,wikipedia,completed,,2025-07-30T21:37:58.530407
Empiricus / BTG Pactual,1,0,1,False,https://www.empiricus.com.br/artigos/investimentos/compra-da-empiricus-e-da-vitreo-pelo-btg-pactual-e-aprovada-pelo-banco-central/,bing,website,completed,,2025-07-30T21:38:02.786739
GSS Carbon and Bionnovation,1,0,1,False,https://www.gsscarbon.eco/,bing,website,completed,,2025-07-30T21:38:10.046763
Samauma Real Estate Ltda,1,0,1,,,,,failed,Não foi possível encontrar website para Samauma Real Estate Ltda,2025-07-30T21:38:10.672874
Positive Fund,1,0,1,False,https://en.wikipedia.org/wiki/Nature-positive,wikipedia,wikipedia,completed,,2025-07-30T21:38:12.101274
ILPF Network,1,0,1,False,https://redeilpf.org.br/,bing,website,completed,,2025-07-30T21:38:14.530101
Ibura More Culture,1,0,1,False,https://en.wikipedia.org/wiki/Recife/Guararapes–Gilberto_Freyre_International_Airport,wikipedia_fallback,wikipedia,completed,,2025-07-30T21:38:17.287037
Raincoat,1,0,1,False,https://en.wikipedia.org/wiki/Raincoat,wikipedia,wikipedia,completed,,2025-07-30T21:38:19.258844
"HSE Environmental Consulting, ESG and Archaeology",1,0,1,,,,,failed,"Não foi possível encontrar website para HSE Environmental Consulting, ESG and Archaeology",2025-07-30T21:38:19.927896
Federation of Muslim Associations of Brazil,1,0,1,False,https://en.wikipedia.org/wiki/Religion_in_Brazil,wikipedia_fallback,wikipedia,completed,,2025-07-30T21:38:23.144790
Itau Foundation,1,0,1,False,https://www.itau.cl/personas/sostenibilidad/fundacion-itau,bing,website,completed,,2025-07-30T21:38:29.926537
Federation of Indigenous Peoples of the State of Pará,1,0,1,,,,,failed,Não foi possível extrair conteúdo relevante de https://en.wikipedia.org/wiki/Indigenous_peoples_of_Mexico,2025-07-30T21:38:31.747184
Green Domus Desenvolvimento Sustentável,1,0,1,,,,,failed,Não foi possível encontrar website para Green Domus Desenvolvimento Sustentável,2025-07-30T21:38:32.298380
Casa do Saulo,1,0,1,False,https://en.wikipedia.org/wiki/Saulo_Mineiro,wikipedia,wikipedia,completed,,2025-07-30T21:38:34.025316
Fibra,1,0,1,False,https://en.wikipedia.org/wiki/Fabri_Fibra,wikipedia,wikipedia,completed,,2025-07-30T21:38:36.064032
Institute of Lawyers of São Paulo,1,0,1,False,https://en.wikipedia.org/wiki/University_of_São_Paulo,wikipedia,wikipedia,completed,,2025-07-30T21:38:38.901618
Randoncorp,1,0,1,,,,,failed,Não foi possível encontrar website para Randoncorp,2025-07-30T21:38:39.478882
National Association of Motor Vehicle Manufacturers,1,0,1,False,https://en.wikipedia.org/wiki/List_of_automotive_manufacturers_by_production,wikipedia_fallback,wikipedia,completed,,2025-07-30T21:38:42.801039
Pour le Brésil,1,0,1,False,https://www.pourlebresil.com/,bing,website,completed,,2025-07-30T21:38:42.803228
National Articulation of Indigenous Women Warriors of Ancestry-ANMIGA,1,0,1,False,https://anmiga.org/en/home-english/,bing,website,completed,,2025-07-30T21:38:46.397476
DM FILMS Visual Arts LTDA,1,0,1,,,,,failed,Não foi possível encontrar website para DM FILMS Visual Arts LTDA,2025-07-30T21:38:47.044140
Amazonian Youth Cooperation for Sustainable Development,1,0,1,,,,,failed,Não foi possível extrair conteúdo relevante de https://en.wikipedia.org/wiki/Amazon_basin,2025-07-30T21:38:48.834045
Bom Futuro,1,0,1,,,,,failed,Não foi possível extrair conteúdo relevante de https://en.wikipedia.org/wiki/Bom_Futuro_National_Forest,2025-07-30T21:38:49.324555
The National Articulation of Indigenous Women Warriors of Ancestry,1,0,1,,,,,failed,Não foi possível extrair conteúdo relevante de https://gate.unwomen.org/EvaluationDocument/Download?evaluationDocumentID=10377,2025-07-30T21:38:53.685182
Maia's Communication,1,0,1,False,https://www.animalcommunicationworld.com/nature-communication-free-class,bing,website,completed,,2025-07-30T21:38:58.040643
Brazilian Coalition on Climate Forest and Agriculture,1,0,1,False,https://en.wikipedia.org/wiki/Guilherme_Leal,wikipedia_fallback,wikipedia,completed,,2025-07-30T21:39:00.464246
Brazilian Institute Of Corporate Governance,1,0,1,False,"https://en.wikipedia.org/wiki/Environmental,_social,_and_governance",wikipedia_fallback,wikipedia,completed,,2025-07-30T21:39:03.031165
FOX Industry,1,0,1,False,https://en.wikipedia.org/wiki/Silver_fox_(animal),wikipedia,wikipedia,completed,,2025-07-30T21:39:03.033232
SEST SENAT,1,0,1,,,,,failed,Não foi possível extrair conteúdo relevante de https://www.sestsenat.org.br/Home,2025-07-30T21:39:04.089771
Maki Planet Systems,1,0,1,False,https://www.makiplanetsystems.com/,bing,website,completed,,2025-07-30T21:39:07.640690
INVESTBRASIL INSTITUTE,1,0,1,False,https://en.wikipedia.org/wiki/Heineken_Brasil,wikipedia_fallback,wikipedia,completed,,2025-07-30T21:39:07.642736
MDC,1,0,1,,,,,failed,Não foi possível extrair conteúdo relevante de https://en.wikipedia.org/wiki/MDC,2025-07-30T21:39:08.512475
NoCarbon,1,0,1,False,https://www.nocarbon.ai/,bing,website,completed,,2025-07-30T21:39:10.943993
National Confederation of Industry - Brazil,1,0,1,False,https://en.wikipedia.org/wiki/Industry_in_Brazil,wikipedia,wikipedia,completed,,2025-07-30T21:39:15.910986
"Brazilian Bar, Rio Grande do Sul Chapter",1,0,1,,,,,failed,Não foi possível extrair conteúdo relevante de https://en.wikipedia.org/wiki/Estádio_Beira-Rio,2025-07-30T21:39:16.945994
AGBI Ativos Reais Ltda,1,0,1,False,https://agbi.com.br/,bing,website,completed,,2025-07-30T21:39:22.055282
Youth Climate Leaders,1,0,1,False,https://en.wikipedia.org/wiki/Climate_Cardinals,wikipedia_fallback,wikipedia,completed,,2025-07-30T21:39:26.958157
Brazilian Association of Bars and Restaurants of the state of Pará,1,0,1,False,https://en.wikipedia.org/wiki/Belém,wikipedia_fallback,wikipedia,completed,,2025-07-30T21:39:29.692515
Ludovino Lopes Law Firm,1,0,1,,,,,failed,Não foi possível encontrar website para Ludovino Lopes Law Firm,2025-07-30T21:39:30.340331
Yawanawá Indigenous group,1,0,1,False,https://en.wikipedia.org/wiki/Yaminawá,wikipedia_fallback,wikipedia,completed,,2025-07-30T21:39:32.500319
Perspectives Communication & Institutional Relations,1,0,1,False,https://en.wikipedia.org/wiki/Corporate_communication,wikipedia_fallback,wikipedia,completed,,2025-07-30T21:39:34.997699
Peace Point Development Foundation,0,1,1,False,https://en.wikipedia.org/wiki/Global_Peace_Foundation,wikipedia,wikipedia,completed,,2025-07-30T21:39:36.795987
HealthforAnimals,0,1,1,False,https://en.wikipedia.org/wiki/Animal_vaccination,wikipedia_fallback,wikipedia,completed,,2025-07-30T21:39:38.956655
Merck Animal Health,0,1,1,False,https://www.merckgroup.com/br-pt,bing,website,completed,,2025-07-30T21:39:50.453748
Gemkral GLobal,0,1,1,,,,,failed,Não foi possível encontrar website para Gemkral GLobal,2025-07-30T21:39:51.167364
Waste Watch Africa,0,1,1,False,https://en.wikipedia.org/wiki/Apple_Watch,wikipedia_fallback,wikipedia,completed,,2025-07-30T21:39:56.028051
WEMA Bank,0,1,1,False,https://en.wikipedia.org/wiki/Wema_Bank,wikipedia,wikipedia,completed,,2025-07-30T21:39:56.029213
Haikou Better Blue Marine Ecological Protection Center,0,1,1,False,https://en.wikipedia.org/wiki/Hainan,wikipedia_fallback,wikipedia,completed,,2025-07-30T21:39:58.517982
Better Blue,0,1,1,,,,,failed,Não foi possível extrair conteúdo relevante de https://en.wikipedia.org/wiki/Black_and_Blue_(Better_Call_Saul),2025-07-30T21:39:59.456720
Shanghai M&G Stationary Inc.,0,1,1,False,https://en.wikipedia.org/wiki/Office_supply_retailing,wikipedia_fallback,wikipedia,completed,,2025-07-30T21:40:01.657037
Carbon Credit Technology,0,1,1,False,https://en.wikipedia.org/wiki/Carbon_offsets_and_credits,wikipedia,wikipedia,completed,,2025-07-30T21:40:06.862924
"Shanghai Huacheng Project Management (Group) Co, Ltd",0,1,1,False,https://en.wikipedia.org/wiki/Guangzhou–Shenzhen_railway,wikipedia_fallback,wikipedia,completed,,2025-07-30T21:40:10.456674
Ministry of Finance of Brazil,1,0,1,False,https://en.wikipedia.org/wiki/Ministry_of_Finance_(Brazil),wikipedia,wikipedia,completed,,2025-07-30T21:40:12.488425
Studio Casa G,1,0,1,False,https://en.wikipedia.org/wiki/CASA_(aircraft_manufacturer),wikipedia,wikipedia,completed,,2025-07-30T21:40:14.456161
Global Law Institute,1,0,1,False,https://en.wikipedia.org/wiki/Global_Governance_Institute,wikipedia,wikipedia,completed,,2025-07-30T21:40:16.615227
Federal university of alagoas,1,0,1,False,https://en.wikipedia.org/wiki/Federal_University_of_Alagoas,wikipedia,wikipedia,completed,,2025-07-30T21:40:18.598023
Ecosupport,1,0,1,False,https://ecosupport.co.uk/,bing,website,completed,,2025-07-30T21:40:22.213159
Zero Carbon Logistics S.A.,1,0,1,False,https://zerocarbongroup.com/,bing,website,completed,,2025-07-30T21:40:27.381819
Natural Capital Instituct,1,0,1,False,https://www.naturalcapitalinitiative.org.uk/,bing,website,completed,,2025-07-30T21:40:32.789293
UNIDAS,1,0,1,False,https://www.unidas.com.br/,bing,website,completed,,2025-07-30T21:40:34.997443
Union of Indigenous Women of the Brazilian Amazon (UMIAB),1,0,1,False,http://www.unionelecom.co.kr/,bing,website,completed,,2025-07-30T21:40:41.318902
Brazilian Forum on Public Safety,1,0,1,False,https://en.wikipedia.org/wiki/Road_safety,wikipedia_fallback,wikipedia,completed,,2025-07-30T21:40:44.863619
Centro de Conhecimento em Biodiversidade (INCT/CNPq),1,0,1,,,,,failed,Não foi possível encontrar website para Centro de Conhecimento em Biodiversidade (INCT/CNPq),2025-07-30T21:40:45.456344
Imaterra,1,0,1,False,https://www.imaterra.org/,bing,website,completed,,2025-07-30T21:40:47.430354
WEG,1,0,1,,,,,failed,Não foi possível extrair conteúdo relevante de https://en.wikipedia.org/wiki/WEG,2025-07-30T21:40:47.975047
GTA amazon work group,1,0,1,,,,,failed,Não foi possível extrair conteúdo relevante de https://en.wikipedia.org/wiki/Grand_Theft_Auto_VI,2025-07-30T21:40:49.699112
MPI,1,0,1,,,,,failed,Não foi possível extrair conteúdo relevante de https://en.wikipedia.org/wiki/MPI,2025-07-30T21:40:50.152283
